category,vec_1,vec_2,vec_3,true,pred,similarity
capital-world,Quito,Ecuador,Apia,Samoa,Samoa,0.5845479369163513
capital-world,Quito,Ecuador,Ashgabat,Turkmenistan,Turkmenistan,0.7304859757423401
capital-world,Quito,Ecuador,Asmara,Eritrea,Eritrea,0.7294210195541382
capital-world,Quito,Ecuador,Astana,Kazakhstan,Astana_cycling,0.550862193107605
capital-world,Rabat,Morocco,Riga,Latvia,Latvia,0.6349046230316162
capital-world,Rabat,Morocco,Rome,Italy,Italy,0.6176495552062988
capital-world,Rabat,Morocco,Roseau,Dominica,Norway,0.47903573513031006
capital-world,Rabat,Morocco,Santiago,Chile,Peru,0.6403904557228088
capital-world,Rabat,Morocco,Skopje,Macedonia,Macedonia,0.6945064663887024
capital-world,Rabat,Morocco,Sofia,Bulgaria,Bulgaria,0.6560547351837158
capital-world,Rabat,Morocco,Stockholm,Sweden,Sweden,0.6729326248168945
capital-world,Rabat,Morocco,Suva,Fiji,Fiji,0.6291677355766296
capital-world,Rabat,Morocco,Taipei,Taiwan,Taiwan,0.7064076066017151
capital-world,Rabat,Morocco,Tallinn,Estonia,Estonia,0.678559422492981
capital-world,Rabat,Morocco,Tashkent,Uzbekistan,Uzbekistan,0.6805320382118225
capital-world,Rabat,Morocco,Tbilisi,Georgia,Russia,0.6385818719863892
capital-world,Rabat,Morocco,Tegucigalpa,Honduras,Honduras,0.6175553798675537
capital-world,Rabat,Morocco,Tehran,Iran,Iran,0.7577794790267944
capital-world,Rabat,Morocco,Thimphu,Bhutan,Bhutan,0.6913496851921082
capital-world,Rabat,Morocco,Tirana,Albania,Albania,0.6918127536773682
capital-world,Rabat,Morocco,Tokyo,Japan,Japan,0.7273675799369812
capital-world,Rabat,Morocco,Tripoli,Libya,Libya,0.6630465984344482
capital-world,Rabat,Morocco,Tunis,Tunisia,Tunisia,0.719743013381958
capital-world,Rabat,Morocco,Vaduz,Liechtenstein,Switzerland,0.5767006874084473
capital-world,Rabat,Morocco,Valletta,Malta,Malta,0.5534682273864746
capital-world,Rabat,Morocco,Vienna,Austria,Austria,0.5863324999809265
capital-world,Rabat,Morocco,Vientiane,Laos,Laos,0.6422479748725891
capital-world,Rabat,Morocco,Vilnius,Lithuania,Lithuania,0.6707791686058044
capital-world,Rabat,Morocco,Warsaw,Poland,Poland,0.6293655633926392
capital-world,Rabat,Morocco,Windhoek,Namibia,Namibia,0.6806411147117615
capital-world,Rabat,Morocco,Yerevan,Armenia,Armenia,0.7037469744682312
capital-world,Rabat,Morocco,Zagreb,Croatia,Croatia,0.7410403490066528
capital-world,Rabat,Morocco,Abuja,Nigeria,Nigeria,0.7244062423706055
capital-world,Rabat,Morocco,Accra,Ghana,Ghana,0.7087326049804688
capital-world,Rabat,Morocco,Algiers,Algeria,Algeria,0.6343154907226562
capital-world,Rabat,Morocco,Amman,Jordan,Saudi_Arabia,0.6060655117034912
capital-world,Rabat,Morocco,Ankara,Turkey,Turkey,0.7581759095191956
capital-world,Rabat,Morocco,Antananarivo,Madagascar,Madagascar,0.6210816502571106
capital-world,Rabat,Morocco,Apia,Samoa,Cook_Islands,0.5613261461257935
capital-world,Rabat,Morocco,Ashgabat,Turkmenistan,Turkmenistan,0.6841668486595154
capital-world,Rabat,Morocco,Asmara,Eritrea,Eritrea,0.6983755230903625
capital-world,Rabat,Morocco,Astana,Kazakhstan,Kazakhstan,0.517328679561615
capital-world,Rabat,Morocco,Athens,Greece,Greece,0.5835453271865845
capital-world,Riga,Latvia,Rome,Italy,Italy,0.6476486921310425
capital-world,Riga,Latvia,Roseau,Dominica,Warroad,0.5094196200370789
capital-world,Riga,Latvia,Santiago,Chile,Chile,0.6151266694068909
capital-world,Riga,Latvia,Skopje,Macedonia,Macedonia,0.7321209907531738
capital-world,Riga,Latvia,Sofia,Bulgaria,Bulgaria,0.7301816940307617
capital-world,Riga,Latvia,Stockholm,Sweden,Sweden,0.7408163547515869
capital-world,Riga,Latvia,Suva,Fiji,Fiji,0.6800495386123657
capital-world,Riga,Latvia,Taipei,Taiwan,Taiwan,0.7222656607627869
capital-world,Riga,Latvia,Tallinn,Estonia,Estonia,0.792660117149353
capital-world,Riga,Latvia,Tashkent,Uzbekistan,Uzbekistan,0.7217714190483093
capital-world,Riga,Latvia,Tbilisi,Georgia,Moldova,0.6963352560997009
capital-world,Riga,Latvia,Tegucigalpa,Honduras,Honduras,0.6363523602485657
capital-world,Riga,Latvia,Tehran,Iran,Iran,0.7559804916381836
capital-world,Riga,Latvia,Thimphu,Bhutan,Bhutan,0.6857003569602966
capital-world,Riga,Latvia,Tirana,Albania,Albania,0.6686939001083374
capital-world,Riga,Latvia,Tokyo,Japan,Japan,0.7671837210655212
capital-world,Riga,Latvia,Tripoli,Libya,Libya,0.6029958128929138
capital-world,Riga,Latvia,Tunis,Tunisia,Tunisia,0.7040921449661255
capital-world,Riga,Latvia,Vaduz,Liechtenstein,Liechtenstein,0.6266252994537354
capital-world,Riga,Latvia,Valletta,Malta,Malta,0.559328556060791
capital-world,Riga,Latvia,Vienna,Austria,Austria,0.6192498803138733
capital-world,Riga,Latvia,Vientiane,Laos,Laos,0.6468367576599121
capital-world,Riga,Latvia,Vilnius,Lithuania,Lithuania,0.7388314008712769
capital-world,Riga,Latvia,Warsaw,Poland,Poland,0.6798763275146484
capital-world,Riga,Latvia,Windhoek,Namibia,Namibia,0.7189479470252991
capital-world,Riga,Latvia,Yerevan,Armenia,Armenia,0.7724405527114868
capital-world,Riga,Latvia,Zagreb,Croatia,Croatia,0.7758992314338684
capital-world,Riga,Latvia,Abuja,Nigeria,Nigeria,0.7156624794006348
capital-world,Riga,Latvia,Accra,Ghana,Ghana,0.7282853126525879
capital-world,Riga,Latvia,Algiers,Algeria,Algeria,0.6242254376411438
capital-world,Riga,Latvia,Amman,Jordan,Jordanians,0.5775424242019653
capital-world,Riga,Latvia,Ankara,Turkey,Turkey,0.716278612613678
capital-world,Riga,Latvia,Antananarivo,Madagascar,Ivory_Coast,0.5763409733772278
capital-world,Riga,Latvia,Apia,Samoa,Tonga,0.6155425310134888
capital-world,Riga,Latvia,Ashgabat,Turkmenistan,Turkmenistan,0.6981242299079895
capital-world,Riga,Latvia,Asmara,Eritrea,Eritrea,0.7132020592689514
capital-world,Riga,Latvia,Astana,Kazakhstan,Vinokourov,0.5595644116401672
capital-world,Riga,Latvia,Athens,Greece,Greece,0.6439734697341919
capital-world,Riga,Latvia,Baghdad,Iraq,Iraqi,0.6435956358909607
capital-world,Rome,Italy,Roseau,Dominica,Sweden,0.5329749584197998
capital-world,Rome,Italy,Santiago,Chile,Chile,0.6061270833015442
capital-world,Rome,Italy,Skopje,Macedonia,Macedonia,0.6838268637657166
capital-world,Rome,Italy,Sofia,Bulgaria,Bulgaria,0.6870468854904175
capital-world,Rome,Italy,Stockholm,Sweden,Sweden,0.7650186419487
capital-world,Rome,Italy,Suva,Fiji,Lautoka,0.6644552946090698
capital-world,Rome,Italy,Taipei,Taiwan,Taiwan,0.6861485838890076
capital-world,Rome,Italy,Tallinn,Estonia,Estonia,0.6708501577377319
capital-world,Rome,Italy,Tashkent,Uzbekistan,Uzbekistan,0.7019002437591553
capital-world,Rome,Italy,Tbilisi,Georgia,Moldova,0.6331847906112671
capital-world,Rome,Italy,Tegucigalpa,Honduras,Honduras,0.5952776670455933
capital-world,Rome,Italy,Tehran,Iran,Iran,0.722395658493042
capital-world,Rome,Italy,Thimphu,Bhutan,Bhutan,0.6040371060371399
capital-world,Rome,Italy,Tirana,Albania,Albania,0.648783266544342
capital-world,Rome,Italy,Tokyo,Japan,Japan,0.7659536600112915
capital-world,Rome,Italy,Tripoli,Libya,Libya,0.5991467237472534
capital-world,Rome,Italy,Tunis,Tunisia,Tunisia,0.6734299063682556
capital-world,Rome,Italy,Vaduz,Liechtenstein,Liechtenstein,0.6017308235168457
capital-world,Rome,Italy,Valletta,Malta,Birkirkara,0.5955240726470947
capital-world,Rome,Italy,Vienna,Austria,Austria,0.6788724660873413
capital-world,Rome,Italy,Vientiane,Laos,Laos,0.578766405582428
capital-world,Rome,Italy,Vilnius,Lithuania,Lithuania,0.6648486256599426
capital-world,Rome,Italy,Warsaw,Poland,Poland,0.745262086391449
capital-world,Rome,Italy,Windhoek,Namibia,Namibia,0.683182954788208
capital-world,Rome,Italy,Yerevan,Armenia,Armenia,0.6752939820289612
capital-world,Rome,Italy,Zagreb,Croatia,Croatia,0.7442265152931213
capital-world,Rome,Italy,Abuja,Nigeria,Nigeria,0.7048872709274292
capital-world,Rome,Italy,Accra,Ghana,Ghana,0.7183045148849487
capital-world,Rome,Italy,Algiers,Algeria,Algeria,0.6228727102279663
capital-world,Rome,Italy,Amman,Jordan,Morocco,0.5710417032241821
capital-world,Rome,Italy,Ankara,Turkey,Turkey,0.7291630506515503
capital-world,Rome,Italy,Antananarivo,Madagascar,Burkina_Faso,0.5238813161849976
capital-world,Rome,Italy,Apia,Samoa,Samoa,0.6077050566673279
capital-world,Rome,Italy,Ashgabat,Turkmenistan,Turkmenistan,0.6741938591003418
capital-world,Rome,Italy,Asmara,Eritrea,Eritrea,0.6198297142982483
capital-world,Rome,Italy,Astana,Kazakhstan,Lampre,0.5825520753860474
capital-world,Rome,Italy,Athens,Greece,Greece,0.6582207083702087
capital-world,Rome,Italy,Baghdad,Iraq,Iraqi,0.6279985904693604
capital-world,Rome,Italy,Baku,Azerbaijan,Azerbaijan,0.7294877171516418
capital-world,Roseau,Dominica,Santiago,Chile,Rosario,0.5991765260696411
capital-world,Roseau,Dominica,Skopje,Macedonia,Macedonia,0.5986987352371216
capital-world,Roseau,Dominica,Sofia,Bulgaria,Bulgaria,0.5538694262504578
capital-world,Roseau,Dominica,Stockholm,Sweden,Athens_Greece,0.4530371427536011
capital-world,Roseau,Dominica,Suva,Fiji,Fiji,0.6173511147499084
capital-world,Roseau,Dominica,Taipei,Taiwan,Taiwan,0.6444830894470215
capital-world,Roseau,Dominica,Tallinn,Estonia,Estonia,0.5046273469924927
capital-world,Roseau,Dominica,Tashkent,Uzbekistan,Uzbekistan,0.5662131309509277
capital-world,Roseau,Dominica,Tbilisi,Georgia,Georgian,0.5616868138313293
capital-world,Roseau,Dominica,Tegucigalpa,Honduras,Honduran,0.5548146963119507
capital-world,Roseau,Dominica,Tehran,Iran,Iran,0.6167311072349548
capital-world,Roseau,Dominica,Thimphu,Bhutan,Bhutan,0.552568256855011
capital-world,Roseau,Dominica,Tirana,Albania,Albania,0.5498562455177307
capital-world,Roseau,Dominica,Tokyo,Japan,Japan,0.5865676999092102
capital-world,Roseau,Dominica,Tripoli,Libya,Benghazi,0.5777480602264404
capital-world,Roseau,Dominica,Tunis,Tunisia,Tunisia,0.5380558967590332
capital-world,Roseau,Dominica,Vaduz,Liechtenstein,Croatia,0.4615774154663086
capital-world,Roseau,Dominica,Valletta,Malta,Malta,0.5652061700820923
capital-world,Roseau,Dominica,Vienna,Austria,Vienna_Austria,0.5024473667144775
capital-world,Roseau,Dominica,Vientiane,Laos,Lao,0.48111170530319214
capital-world,Roseau,Dominica,Vilnius,Lithuania,Lithuania,0.5229496359825134
capital-world,Roseau,Dominica,Warsaw,Poland,Poland,0.49885839223861694
capital-world,Roseau,Dominica,Windhoek,Namibia,Namibia,0.5817958116531372
capital-world,Roseau,Dominica,Yerevan,Armenia,Armenia,0.5766348242759705
capital-world,Roseau,Dominica,Zagreb,Croatia,Croatia,0.6200721859931946
capital-world,Roseau,Dominica,Abuja,Nigeria,Nigeria,0.6103497743606567
capital-world,Roseau,Dominica,Accra,Ghana,Ghana,0.6139946579933167
capital-world,Roseau,Dominica,Algiers,Algeria,Morocco,0.4548300504684448
capital-world,Roseau,Dominica,Amman,Jordan,Amman_Jordan,0.534351110458374
capital-world,Roseau,Dominica,Ankara,Turkey,Turkey,0.5716211199760437
capital-world,Roseau,Dominica,Antananarivo,Madagascar,capital_Antananarivo,0.4936065375804901
capital-world,Roseau,Dominica,Apia,Samoa,Vanuatu,0.5291682481765747
capital-world,Roseau,Dominica,Ashgabat,Turkmenistan,Turkmenistan,0.5175139307975769
capital-world,Roseau,Dominica,Asmara,Eritrea,Eritrea,0.5636643171310425
capital-world,Roseau,Dominica,Astana,Kazakhstan,Kelme,0.4548083543777466
capital-world,Roseau,Dominica,Athens,Greece,Athens_Greece,0.5610514283180237
capital-world,Roseau,Dominica,Baghdad,Iraq,Iraqi,0.6046715974807739
capital-world,Roseau,Dominica,Baku,Azerbaijan,Azerbaijan,0.6024165153503418
capital-world,Roseau,Dominica,Bamako,Mali,Mali,0.519403338432312
capital-world,Santiago,Chile,Skopje,Macedonia,Macedonia,0.6805708408355713
capital-world,Santiago,Chile,Sofia,Bulgaria,Bulgaria,0.691760778427124
capital-world,Santiago,Chile,Stockholm,Sweden,Sweden,0.6834365129470825
capital-world,Santiago,Chile,Suva,Fiji,Fiji,0.6513196229934692
capital-world,Santiago,Chile,Taipei,Taiwan,Taiwan,0.6613274812698364
capital-world,Santiago,Chile,Tallinn,Estonia,Estonia,0.6790507435798645
capital-world,Santiago,Chile,Tashkent,Uzbekistan,Uzbekistan,0.6938588619232178
capital-world,Santiago,Chile,Tbilisi,Georgia,Russia,0.6379256844520569
capital-world,Santiago,Chile,Tegucigalpa,Honduras,Honduras,0.5902557969093323
capital-world,Santiago,Chile,Tehran,Iran,Iran,0.7648370265960693
capital-world,Santiago,Chile,Thimphu,Bhutan,Bhutan,0.6029168367385864
capital-world,Santiago,Chile,Tirana,Albania,Albania,0.6208765506744385
capital-world,Santiago,Chile,Tokyo,Japan,Japan,0.7211111187934875
capital-world,Santiago,Chile,Tripoli,Libya,Libya,0.6041228175163269
capital-world,Santiago,Chile,Tunis,Tunisia,Tunisia,0.7015833854675293
capital-world,Santiago,Chile,Vaduz,Liechtenstein,Austria,0.5741896629333496
capital-world,Santiago,Chile,Valletta,Malta,Malta,0.5434632897377014
capital-world,Santiago,Chile,Vienna,Austria,Austria,0.6180198192596436
capital-world,Santiago,Chile,Vientiane,Laos,Laos,0.5833236575126648
capital-world,Santiago,Chile,Vilnius,Lithuania,Lithuania,0.6408768892288208
capital-world,Santiago,Chile,Warsaw,Poland,Poland,0.6451453566551208
capital-world,Santiago,Chile,Windhoek,Namibia,Namibia,0.676601767539978
capital-world,Santiago,Chile,Yerevan,Armenia,Armenia,0.6899895071983337
capital-world,Santiago,Chile,Zagreb,Croatia,Croatia,0.7303647398948669
capital-world,Santiago,Chile,Abuja,Nigeria,Nigeria,0.6863377690315247
capital-world,Santiago,Chile,Accra,Ghana,Ghana,0.729566216468811
capital-world,Santiago,Chile,Algiers,Algeria,Algeria,0.6350566148757935
capital-world,Santiago,Chile,Amman,Jordan,Egypt,0.5790364146232605
capital-world,Santiago,Chile,Ankara,Turkey,Turkey,0.7000954747200012
capital-world,Santiago,Chile,Antananarivo,Madagascar,Madagascar,0.542811393737793
capital-world,Santiago,Chile,Apia,Samoa,Samoa,0.5656368136405945
capital-world,Santiago,Chile,Ashgabat,Turkmenistan,Turkmenistan,0.694862425327301
capital-world,Santiago,Chile,Asmara,Eritrea,Eritrea,0.6648977398872375
capital-world,Santiago,Chile,Astana,Kazakhstan,Kazakhstan,0.5506664514541626
capital-world,Santiago,Chile,Athens,Greece,Greece,0.5872842073440552
capital-world,Santiago,Chile,Baghdad,Iraq,Iraqi,0.6296217441558838
capital-world,Santiago,Chile,Baku,Azerbaijan,Azerbaijan,0.7518613338470459
capital-world,Santiago,Chile,Bamako,Mali,Burkina_Faso,0.6185961365699768
capital-world,Santiago,Chile,Bangkok,Thailand,Thailand,0.6987785696983337
capital-world,Skopje,Macedonia,Sofia,Bulgaria,Bulgaria,0.7013821601867676
capital-world,Skopje,Macedonia,Stockholm,Sweden,Sweden,0.6606107950210571
capital-world,Skopje,Macedonia,Suva,Fiji,Lautoka,0.6552619934082031
capital-world,Skopje,Macedonia,Taipei,Taiwan,Taiwan,0.7342958450317383
capital-world,Skopje,Macedonia,Tallinn,Estonia,Estonia,0.7086170315742493
capital-world,Skopje,Macedonia,Tashkent,Uzbekistan,Uzbekistan,0.7380203008651733
capital-world,Skopje,Macedonia,Tbilisi,Georgia,Moldova,0.6991292834281921
capital-world,Skopje,Macedonia,Tegucigalpa,Honduras,Honduras,0.630649209022522
capital-world,Skopje,Macedonia,Tehran,Iran,Iran,0.803638219833374
capital-world,Skopje,Macedonia,Thimphu,Bhutan,Bhutan,0.7172173857688904
capital-world,Skopje,Macedonia,Tirana,Albania,Albania,0.7623096704483032
capital-world,Skopje,Macedonia,Tokyo,Japan,Japan,0.7260624766349792
capital-world,Skopje,Macedonia,Tripoli,Libya,Libya,0.6438173651695251
capital-world,Skopje,Macedonia,Tunis,Tunisia,Tunisia,0.7016907930374146
capital-world,Skopje,Macedonia,Vaduz,Liechtenstein,Liechtenstein,0.6495934128761292
capital-world,Skopje,Macedonia,Valletta,Malta,Malta,0.6334442496299744
capital-world,Skopje,Macedonia,Vienna,Austria,Austria,0.5717242360115051
capital-world,Skopje,Macedonia,Vientiane,Laos,Laos,0.6900531053543091
capital-world,Skopje,Macedonia,Vilnius,Lithuania,Lithuania,0.6757493615150452
capital-world,Skopje,Macedonia,Warsaw,Poland,Poland,0.6649963855743408
capital-world,Skopje,Macedonia,Windhoek,Namibia,Namibia,0.6953317523002625
capital-world,Skopje,Macedonia,Yerevan,Armenia,Armenia,0.7938759922981262
capital-world,Skopje,Macedonia,Zagreb,Croatia,Croatia,0.8085388541221619
capital-world,Skopje,Macedonia,Abuja,Nigeria,Nigeria,0.7563791275024414
capital-world,Skopje,Macedonia,Accra,Ghana,Ghana,0.751055896282196
capital-world,Skopje,Macedonia,Algiers,Algeria,Algeria,0.5820285081863403
capital-world,Skopje,Macedonia,Amman,Jordan,Amman_Jordan,0.5840858817100525
capital-world,Skopje,Macedonia,Ankara,Turkey,Turkey,0.7823208570480347
capital-world,Skopje,Macedonia,Antananarivo,Madagascar,Madagascar,0.5846444964408875
capital-world,Skopje,Macedonia,Apia,Samoa,Samoa,0.615937352180481
capital-world,Skopje,Macedonia,Ashgabat,Turkmenistan,Turkmenistan,0.7568804621696472
capital-world,Skopje,Macedonia,Asmara,Eritrea,Eritrea,0.7303895354270935
capital-world,Skopje,Macedonia,Astana,Kazakhstan,Alexandre_Vinokourov,0.5558319091796875
capital-world,Skopje,Macedonia,Athens,Greece,Greece,0.6112338900566101
capital-world,Skopje,Macedonia,Baghdad,Iraq,Iraq,0.721851646900177
capital-world,Skopje,Macedonia,Baku,Azerbaijan,Azerbaijan,0.8319326043128967
capital-world,Skopje,Macedonia,Bamako,Mali,Burkina_Faso,0.649287223815918
capital-world,Skopje,Macedonia,Bangkok,Thailand,Thailand,0.7570858597755432
capital-world,Skopje,Macedonia,Banjul,Gambia,Gambia,0.7149336338043213
capital-world,Sofia,Bulgaria,Stockholm,Sweden,Sweden,0.7061094045639038
capital-world,Sofia,Bulgaria,Suva,Fiji,Fiji,0.7114835381507874
capital-world,Sofia,Bulgaria,Taipei,Taiwan,Taiwan,0.7457531690597534
capital-world,Sofia,Bulgaria,Tallinn,Estonia,Estonia,0.7519862055778503
capital-world,Sofia,Bulgaria,Tashkent,Uzbekistan,Uzbekistan,0.7415210604667664
capital-world,Sofia,Bulgaria,Tbilisi,Georgia,Moldova,0.6929460763931274
capital-world,Sofia,Bulgaria,Tegucigalpa,Honduras,Honduras,0.6318883895874023
capital-world,Sofia,Bulgaria,Tehran,Iran,Iran,0.8068321347236633
capital-world,Sofia,Bulgaria,Thimphu,Bhutan,Bhutan,0.7122353911399841
capital-world,Sofia,Bulgaria,Tirana,Albania,Albania,0.7535792589187622
capital-world,Sofia,Bulgaria,Tokyo,Japan,Japan,0.7619950175285339
capital-world,Sofia,Bulgaria,Tripoli,Libya,Libya,0.6682554483413696
capital-world,Sofia,Bulgaria,Tunis,Tunisia,Tunisia,0.7147939801216125
capital-world,Sofia,Bulgaria,Vaduz,Liechtenstein,Liechtenstein,0.6615458726882935
capital-world,Sofia,Bulgaria,Valletta,Malta,Malta,0.6581704020500183
capital-world,Sofia,Bulgaria,Vienna,Austria,Austria,0.6282410025596619
capital-world,Sofia,Bulgaria,Vientiane,Laos,Laos,0.6496721506118774
capital-world,Sofia,Bulgaria,Vilnius,Lithuania,Lithuania,0.7511975169181824
capital-world,Sofia,Bulgaria,Warsaw,Poland,Poland,0.7286876440048218
capital-world,Sofia,Bulgaria,Windhoek,Namibia,Namibia,0.7541318535804749
capital-world,Sofia,Bulgaria,Yerevan,Armenia,Armenia,0.7776642441749573
capital-world,Sofia,Bulgaria,Zagreb,Croatia,Croatia,0.8217027187347412
capital-world,Sofia,Bulgaria,Abuja,Nigeria,Nigeria,0.7565041780471802
capital-world,Sofia,Bulgaria,Accra,Ghana,Ghana,0.7525031566619873
capital-world,Sofia,Bulgaria,Algiers,Algeria,Algeria,0.6491460800170898
capital-world,Sofia,Bulgaria,Amman,Jordan,Jordanian,0.5907532572746277
capital-world,Sofia,Bulgaria,Ankara,Turkey,Turkey,0.773749053478241
capital-world,Sofia,Bulgaria,Antananarivo,Madagascar,Gabon,0.5875868797302246
capital-world,Sofia,Bulgaria,Apia,Samoa,Samoa,0.6356069445610046
capital-world,Sofia,Bulgaria,Ashgabat,Turkmenistan,Turkmenistan,0.7668128609657288
capital-world,Sofia,Bulgaria,Asmara,Eritrea,Eritrea,0.7475924491882324
capital-world,Sofia,Bulgaria,Astana,Kazakhstan,Kazakhstan,0.5626035928726196
capital-world,Sofia,Bulgaria,Athens,Greece,Greece,0.6317695379257202
capital-world,Sofia,Bulgaria,Baghdad,Iraq,Iraqi,0.7223057746887207
capital-world,Sofia,Bulgaria,Baku,Azerbaijan,Azerbaijan,0.8259730339050293
capital-world,Sofia,Bulgaria,Bamako,Mali,Senegal,0.6600895524024963
capital-world,Sofia,Bulgaria,Bangkok,Thailand,Thailand,0.776384711265564
capital-world,Sofia,Bulgaria,Banjul,Gambia,Gambia,0.7325266599655151
capital-world,Sofia,Bulgaria,Beijing,China,China,0.7668460607528687
capital-world,Stockholm,Sweden,Suva,Fiji,Lautoka,0.6877344846725464
capital-world,Stockholm,Sweden,Taipei,Taiwan,Taiwan,0.700614333152771
capital-world,Stockholm,Sweden,Tallinn,Estonia,Estonia,0.7507995963096619
capital-world,Stockholm,Sweden,Tashkent,Uzbekistan,Uzbekistan,0.7543083429336548
capital-world,Stockholm,Sweden,Tbilisi,Georgia,Moldova,0.6525880098342896
capital-world,Stockholm,Sweden,Tegucigalpa,Honduras,Honduras,0.6549764275550842
capital-world,Stockholm,Sweden,Tehran,Iran,Iran,0.7674086689949036
capital-world,Stockholm,Sweden,Thimphu,Bhutan,Bhutan,0.6616482734680176
capital-world,Stockholm,Sweden,Tirana,Albania,Albania,0.6881541013717651
capital-world,Stockholm,Sweden,Tokyo,Japan,Japan,0.8198506832122803
capital-world,Stockholm,Sweden,Tripoli,Libya,Libya,0.6164463758468628
capital-world,Stockholm,Sweden,Tunis,Tunisia,Tunisia,0.7237654328346252
capital-world,Stockholm,Sweden,Vaduz,Liechtenstein,Liechtenstein,0.6442849040031433
capital-world,Stockholm,Sweden,Valletta,Malta,Malta,0.5959112048149109
capital-world,Stockholm,Sweden,Vienna,Austria,Austria,0.7066428065299988
capital-world,Stockholm,Sweden,Vientiane,Laos,Laos,0.64863520860672
capital-world,Stockholm,Sweden,Vilnius,Lithuania,Lithuania,0.7387648820877075
capital-world,Stockholm,Sweden,Warsaw,Poland,Poland,0.7559656500816345
capital-world,Stockholm,Sweden,Windhoek,Namibia,Namibia,0.6962629556655884
capital-world,Stockholm,Sweden,Yerevan,Armenia,Armenia,0.7455184459686279
capital-world,Stockholm,Sweden,Zagreb,Croatia,Croatia,0.7888859510421753
capital-world,Stockholm,Sweden,Abuja,Nigeria,Nigeria,0.7393547892570496
capital-world,Stockholm,Sweden,Accra,Ghana,Ghana,0.7745652198791504
capital-world,Stockholm,Sweden,Algiers,Algeria,Algeria,0.6415932178497314
capital-world,Stockholm,Sweden,Amman,Jordan,Saudi_Arabia,0.5719928741455078
capital-world,Stockholm,Sweden,Ankara,Turkey,Turkey,0.7384595274925232
capital-world,Stockholm,Sweden,Antananarivo,Madagascar,Burkina_Faso,0.5454829931259155
capital-world,Stockholm,Sweden,Apia,Samoa,Samoa,0.6332499384880066
capital-world,Stockholm,Sweden,Ashgabat,Turkmenistan,Turkmenistan,0.6885551810264587
capital-world,Stockholm,Sweden,Asmara,Eritrea,Eritrea,0.6676879525184631
capital-world,Stockholm,Sweden,Astana,Kazakhstan,ProTour,0.550480842590332
capital-world,Stockholm,Sweden,Athens,Greece,Greece,0.6445161700248718
capital-world,Stockholm,Sweden,Baghdad,Iraq,Mosul,0.674405574798584
capital-world,Stockholm,Sweden,Baku,Azerbaijan,Azerbaijan,0.7806546688079834
capital-world,Stockholm,Sweden,Bamako,Mali,Burkina_Faso,0.6535050868988037
capital-world,Stockholm,Sweden,Bangkok,Thailand,Thailand,0.7606315612792969
capital-world,Stockholm,Sweden,Banjul,Gambia,Gambia,0.7096743583679199
capital-world,Stockholm,Sweden,Beijing,China,China,0.7469374537467957
capital-world,Stockholm,Sweden,Beirut,Lebanon,Lebanon,0.5824334621429443
capital-world,Suva,Fiji,Taipei,Taiwan,Taiwan,0.7114109396934509
capital-world,Suva,Fiji,Tallinn,Estonia,Estonia,0.707618236541748
capital-world,Suva,Fiji,Tashkent,Uzbekistan,Uzbekistan,0.7188817858695984
capital-world,Suva,Fiji,Tbilisi,Georgia,Moldova,0.644879937171936
capital-world,Suva,Fiji,Tegucigalpa,Honduras,Honduras,0.6252588629722595
capital-world,Suva,Fiji,Tehran,Iran,Iran,0.770806610584259
capital-world,Suva,Fiji,Thimphu,Bhutan,Bhutan,0.7093168497085571
capital-world,Suva,Fiji,Tirana,Albania,Albania,0.6657294631004333
capital-world,Suva,Fiji,Tokyo,Japan,Japan,0.6672338843345642
capital-world,Suva,Fiji,Tripoli,Libya,Libya,0.6431857347488403
capital-world,Suva,Fiji,Tunis,Tunisia,Tunisia,0.6780573129653931
capital-world,Suva,Fiji,Vaduz,Liechtenstein,Liechtenstein,0.6545433402061462
capital-world,Suva,Fiji,Valletta,Malta,Malta,0.7040687203407288
capital-world,Suva,Fiji,Vienna,Austria,Austria,0.5915905833244324
capital-world,Suva,Fiji,Vientiane,Laos,Laos,0.6158796548843384
capital-world,Suva,Fiji,Vilnius,Lithuania,Lithuania,0.6467444896697998
capital-world,Suva,Fiji,Warsaw,Poland,Poland,0.6609640121459961
capital-world,Suva,Fiji,Windhoek,Namibia,Namibia,0.732481062412262
capital-world,Suva,Fiji,Yerevan,Armenia,Armenia,0.7471941709518433
capital-world,Suva,Fiji,Zagreb,Croatia,Croatia,0.7430055141448975
capital-world,Suva,Fiji,Abuja,Nigeria,Nigeria,0.7185858488082886
capital-world,Suva,Fiji,Accra,Ghana,Ghana,0.736291766166687
capital-world,Suva,Fiji,Algiers,Algeria,Algeria,0.5674951076507568
capital-world,Suva,Fiji,Amman,Jordan,Amman_Jordan,0.5740711092948914
capital-world,Suva,Fiji,Ankara,Turkey,Turkey,0.702228844165802
capital-world,Suva,Fiji,Antananarivo,Madagascar,Madagascar,0.5766324400901794
capital-world,Suva,Fiji,Apia,Samoa,Samoa,0.6482345461845398
capital-world,Suva,Fiji,Ashgabat,Turkmenistan,Turkmenistan,0.7317526340484619
capital-world,Suva,Fiji,Asmara,Eritrea,Eritrea,0.7222117781639099
capital-world,Suva,Fiji,Astana,Kazakhstan,Astana_cycling,0.5426514148712158
capital-world,Suva,Fiji,Athens,Greece,Greece,0.5964561104774475
capital-world,Suva,Fiji,Baghdad,Iraq,Iraqi,0.6953819394111633
